follower,followed
4397,35126
3499027,44
4397,37207
4397,349903
68847,4397
4397,1567
36528,4397
4397,1795
4397,1934
4397,16766
150764,4397
4397,17805
4397,68847
162217,1563
162217,1173
162217,9635
162217,157
162217,9266
162217,4122
162217,1198
34638,34198
34638,19282
6788,5823
6788,45703
6788,33018
6788,1564
6788,6103
6788,157
45703,6788
6788,7504
6788,9236
6788,11855
161441,7886
6145,7504
6145,98343
6145,5823
6145,5674
6145,1564
6145,93
6145,6103
6145,112172
6145,8267
6145,34902
6145,4907
7592,164235
7592,10005
7592,9236
164235,7592
171314,7592
7592,171314
7592,59216
7592,119819
164292,1474
3228736,147
192876,1474
14742,14006
14742,46377
14742,17797
14742,16429
17797,14742
41223,14742
24771,1934
24771,1063
24771,14184
24771,16484
24771,20216
24771,13598
24771,1565
24771,43491
24771,25222
82348,1015
82348,8912
82348,3892
82348,28405
82348,6821
8912,82348
82348,157
82348,15445
82348,1063
642,5823
642,13395
33522,39785
27461,39785
24771,39785
178356,3979
2907,39785
465,36872
465,14922
465,35886
465,10967
465,119819
465,26395
465,127887
465,26394
465,14742
465,14424
465,5645
465,14435
465,6542
465,13395
465,6985
465,41223
465,1934
465,64977
465,41811
2582,465
465,32661
465,5995
465,37207
465,25789
27830,465
465,14613
465,38574
465,5697
93226,465
465,5823
465,39428
465,7182
465,1569
465,391
465,76472
465,7462
465,352
465,16484
465,76701
465,2556
14424,465
465,92
465,29166
465,15347
465,2159
465,1063
465,1567
465,75393
465,1565
465,29078
465,1564
465,1563
465,16042
465,30355
465,1558
465,157
465,145972
59570,465
465,15119
465,414
465,72104
25789,465
465,28106
465,2783
465,70572
465,4277
465,4567
465,26969
465,4139
465,28464
465,131648
465,2907
465,3063
465,32206
465,28905
465,9236
465,21863
465,16499
465,3892
465,33018
465,3917
465,78115
465,50901
465,20631
465,11957
465,8912
465,101502
465,8637
465,8286
465,10674
465,20216
465,52402
465,63284
465,8267
20631,465
465,46399
465,10507
465,9266
14922,465
465,2239
465,261936
465,5085
465,10005
465,11726
465,11855
465,61024
465,50653
465,169553
465,22041
465,96349
5645,465
465,267778
70572,465
465,11914
465,24119
465,7912
465,36883
465,13256
465,60164
107385,465
465,107385
465,1795
465,7547
17950,465
465,64595
1833209,465
465,54229
465,86929
465,10788
465,10738
465,7504
465,93226
465,11149
27770,37522
186247,9249
24196,92494
92494,24196
92494,2147
78115,92494
323091,2811
323091,1934
13823,52402
13823,23308
13823,29166
13823,6985
12225,13823
13823,36671
13823,3892
13823,32612
13823,36872
13823,22041
13823,28464
13823,41811
13823,37207
143808,1382
36883,13823
13823,10353
13823,391
13823,15
13823,15119
465,13823
13823,11149
13823,36883
150,13823
12445,13823
13823,1558
10643,13823
13823,8079
13823,25253
41223,13823
13823,96349
8079,13823
13823,14381
13823,50653
13823,25789
17880,78805
14129,78805
27328,78805
20628,78805
20628,44267
44267,20628
44267,78805
44267,2556
117387,4427
44267,11739
27328,44267
44267,4679
42671,4567
42671,1063
42671,24553
63316,42671
33688,42671
25789,42671
42671,41223
27770,15887
158865,5995
158865,3266
158865,465
21523,15887
158865,5697
158865,6707
465,158865
158865,391
158865,6016
180202,6996
69958,1802
180202,1173
180202,1565
180202,1564
180202,1428
14284,1802
34589,2146
14963,2146
33681,2146
7546,2146
10738,2146
50901,2146
15558,2146
75784,2146
17797,2146
20630,2146
2159,2146
2146,1563
15119,2146
158811,2146
192828,2146
17731,2146
2146,29235
4140,2146
132556,2146
1063,2146
267939,2146
228657,2146
13823,2146
7588,2146
36883,2146
6788,2146
46791,2146
2146,2159
7806,5995
27830,7806
7806,11726
7806,78115
7806,2783
7806,5823
160619,1173
10672,10788
10672,41223
10672,28106
10672,5995
10672,11739
10672,10005
10672,48458
10672,1563
10672,52223
10672,1181
10672,26394
10672,1934
10672,5823
10672,157
10672,63593
35382,1563
35382,96349
35382,10005
35382,10886
10886,35382
35382,1063
33374,2556
17797,33374
33374,9236
465,33374
33374,1795
33374,8286
33374,10005
33385,33374
33374,1565
17950,33374
33374,64595
33374,16042
34736,33374
35216,4139
35216,4567
76701,35216
25789,35216
35216,76701
14284,35216
148017,3522
41455,35216
35216,25789
7546,35216
35216,14802
35216,15306
35216,4689
4139,35216
35216,96349
35216,26395
35216,7546
35216,48458
5547539,176
5547539,193
7664,13395
7664,17642
7664,1934
7664,50484
5547539,134
48216,3892
291509,1211
291509,3876
61009,16766
61009,157
61009,14184
61009,42391
61009,9236
61009,13395
61009,10942
61009,4567
61009,61024
4620,97431
4620,11726
4620,1567
4620,198885
4620,13256
4620,13823
162217,462
4620,160619
4620,10005
49035,462
4620,11149
97431,462
150,462
4620,96349
4620,6985
4620,4689
4620,32612
160619,462
4620,3892
4620,15
4620,162217
4620,61584
4620,49035
4620,5823
4620,1564
13823,462
116512,9635
116512,1986
116512,5823
5274,7504
158858,5274
47281,5274
1583284,527
146455,5274
124729,5274
13823,5274
17755,5274
46791,5274
2907,5274
26394,5274
25789,5274
36671,5274
150,5274
465,5274
2812,5274
11149,5274
78094,5274
6788,5274
5274,2812
68076,5274
7548,11726
67736,10788
67736,63477
67736,41811
67736,24196
67736,1181
67736,29166
67736,11833
24196,67736
67736,1563
37207,7585
50901,7585
7585,5995
2556,7585
3228736,759
1564,7585
7585,198591
75393,7585
2907,7585
41223,7585
171678,7585
7585,7547
1570,7585
7585,11855
7585,7912
7585,33018
1567,7585
7585,414
76701,7585
7585,37207
113513,7585
13071,7585
465,7585
14424,7585
7547,7585
10738,7585
2400,7585
7585,157
7585,10005
7585,8267
7585,1564
7585,35126
4140,7585
7585,24533
155593,7585
27461,7585
24533,7585
82907,7585
51291,7585
128329,134
128329,3892
128329,8267
55552,35
123233,5555
41838,19282
192820,2146
47281,19282
103911,1677
167683,76
75996,16768
2400,167683
27328,16768
85158,15899
85158,3892
158992,8516
29398,2907
29398,7418
29398,53006
29398,5995
29398,37207
29398,14184
2907,29398
29398,11149
1570,61272
10803,61272
7182,61272
61272,28328
61272,7182
61272,14883
28328,61272
61272,157
2812,111305
12420,19858
12420,24562
12420,4567
12420,78115
198576,1242
1063,8635
8635,7547
3038,8635
63316,8635
46782,8635
158856,8635
2556,8635
97380,8635
7547,8635
62930,28464
62930,5823
62930,157
1434755,389
1434755,157
47049,157
47049,3892
1434755,582
47049,5823
182729,1089
182729,5823
32923,65656
65656,32923
93466,1529
93466,1255
93466,17969
179689,9347
152896,9347
12549692,93
127887,5933
46791,59332
82366,59332
165957,5823
165957,157
165957,2783
165957,1564
165957,9266
165957,1039
165957,1015
53223,3395
3395048,532
24590,53223
53223,2459
93066,42783
34597,41838
34597,4139
34597,4907
34597,1934
34597,11914
34597,31978
34597,1564
34597,46395
34597,52223
34597,2159
34597,41223
34597,3892
34597,352
34597,157
34597,1563
34597,16766
34597,1565
34597,32206
34597,14922
34597,12768
34597,32612
34597,36872
34597,5995
34597,61024
34597,11982
34597,50484
34597,7504
34597,26395
34597,36382
34597,1063
34597,19859
34597,45703
34597,6542
34597,4567
465,701338
2907,188968
91802,18897
159073,189
34575,18897
12225,18897
198591,189
63316,18897
29078,18897
6145,188968
53223,18897
8079,188968
4140,188968
49035,79368
2907,29407
97347,8635
97347,48774
278208,4122
44451,93
44451,50968
158890,2146
158890,1567
158890,5995
91224,13718
137175,9541
137175,9122
403192,3473
347339,4032
14424,34734
158873,3473
347339,1442
125478,6072
132556,1255
20628,12548
113513,1255
125478,1589
125478,1135
125478,1326
125478,8738
125478,2639
7614,1563
7614,13395
7614,121438
14424,23462
63316,23462
465,91647
158889,5823
158889,5995
198939,3892
20631,1352
27830,1352
135196,2783
38076,11885
38076,78094
38076,11149
61584,38076
38076,10942
38076,11876
14284,38076
2907,38076
38076,33018
38076,59216
10672,38076
38076,2576
59216,38076
38076,1564
38076,10672
33018,38076
91474,38076
38076,6103
38076,11855
38076,17642
2400,583936
9918,583936
123233,2281
2281,4139
2281,157
158811,2281
2281,5995
2281,2556
2281,123233
182728,2811
182728,2146
10073726,35
352,24531
24531,1063
24531,352
10073726,24
352,1007373
24531,2354
10073726,11
184769,2077
184769,1597
8668416,185
207733,1848
184769,8668
82117,14201
82117,32206
82117,391
82117,157
82117,13395
82117,27821
82117,5995
82117,1564
82117,54229
82117,61024
82117,14613
171312,8454
84539,9236
1570,84539
30355,84539
84539,30355
78785,3892
7648,1063
7648,13256
7648,15119
7648,3892
7648,26394
7648,2146
7648,9236
7648,53451
7648,198885
7648,157
167218,7648
7648,26392
7648,7912
7648,46399
7648,1563
7648,1565
7648,167218
7648,158858
7648,1934
7648,462
7648,16484
6145,154789
17763,42359
33018,47832
419547,9904
99039,41955
99039,41223
99039,619
99039,5995
10906,16616
10906,14006
10906,23394
13707,50642
13707,26187
13707,12225
110149,1371
18190,19294
409834,2455
148568,7439
253925,7504
41916,81307
236559,2264
236559,2783
18169,1563
18169,2556
18169,7585
160818,6716
67159,3892
36671,67159
67159,13823
67159,36671
11149,67159
67159,11149
1583284,672
67159,21429
67159,15
214289,6716
13823,67159
68076,67159
67159,6985
150,67159
38076,67159
28775,21255
28775,52402
28775,9236
28775,45703
28775,2556
28775,5995
28775,96349
28775,1063
96145,67159
96145,1063
96145,13823
96145,23308
23308,96145
96145,13395
96145,2146
13823,96145
238585,1004
238585,8237
28328,16154
16154,10005
16154,7182
16154,61272
151916,1615
16154,16099
103732,1615
16154,17197
61272,16154
16154,28328
16154,10373
6072,259977
196015,204
2821814,204
34655,20397
17805,20397
10967,20397
203966,2556
42761,61024
42761,63284
42761,14424
42761,10738
42761,78115
42761,8267
42761,1563
42761,11855
42761,7504
42761,157
42761,25253
42761,1934
42761,3892
198946,3892
7546,31091
38758,31091
16484,31091
41223,31091
12109690,31
4134,31091
25789,15801
158007,6985
158007,7547
158007,4567
158007,1382
5161,158007
80495,76701
76701,80495
126869,2983
186247,1269
126869,349
126869,5085
24196,12687
126869,7812
126869,2812
126869,8637
78115,12687
126869,1862
2983,126869
126869,9249
89851,5823
193606,7182
193606,2833
7664,2847
2847,7182
28328,2847
7182,2847
34638,2847
2847,1564
85442,75393
92751,1063
92751,13395
13608,75996
465,13608
13608,21464
21464,13608
17051,3379
3379,17051
162224,8235
162224,6102
162224,1563
82348,16222
162224,1196
162224,1565
162224,524
91763,20628
91763,9236
91763,13395
47281,82027
82027,5995
82027,47281
82027,2354
82027,10005
82027,18897
2582,82027
1056065,82
33616,2983
33616,17197
33616,1015
33616,18273
33616,7182
33616,10391
182729,3362
33616,13798
33616,33018
171969,3362
33616,61024
33616,28328
14202,31978
14202,33271
33271,14202
17265,28117
28117,157
28117,4567
7182,28117
28117,13798
28117,2847
28117,68437
28117,4907
28117,14613
1570,28117
28117,16042
124729,2812
28117,1564
16154,28117
28117,7182
28117,7504
28117,8267
28117,7547
28117,61272
28117,17197
13798,28117
28117,10005
28117,33018
2847,28117
61272,28117
3379,28117
28117,3379
28328,28117
28117,16154
17800,28117
28117,64977
28117,28328
28117,91801
7585,42493
20628,42493
33018,42493
82907,42493
42493,33018
1564,42493
113513,4249
42493,2556
7127,42493
465,42493
2556,42493
42493,20628
42493,82907
42493,1563
109877,2088
109877,6788
2582,33918
33918,96349
33918,10674
33918,1563
33918,25253
33918,11982
33918,2582
187455,1615
171602,2833
171602,2983
171602,6102
171602,1661
171602,2146
171602,7182
171602,157
48216,12821
128208,6332
128208,9236
63316,12821
128208,4822
29659,7547
6145,21635
17731,29673
113513,2967
2907,339189
192851,1563
192851,3892
192851,1173
192851,5208
192851,4728
41916,20633
217521,9697
217521,317
46790,32872
32872,465
32872,14613
28328,32872
2907,32872
32872,41223
32872,1934
32872,17157
4140,32872
41223,32872
32872,9236
32872,414
20631,32872
1567,32872
1570,32872
13256,32872
465,32872
28117,32872
32872,28328
34575,32872
32872,28464
2400,32872
32872,30355
185568,3287
16154,32872
33616,32872
1564,32872
32872,20631
32872,7182
32872,2239
32872,1567
32872,17197
32872,14424
181247,3287
22390,32872
32872,13256
3228736,329
14424,32872
32872,1564
253416,3287
32872,61272
32872,14922
61272,32872
32872,28117
150,198581
151044,6996
69958,15104
151044,1558
151044,7547
151044,1564
151044,7057
70058,28328
70058,28117
67044,1563
17797,67044
67044,2556
67044,50968
67044,16484
28775,67044
67044,45703
15119,67044
53340,29235
53340,3892
53340,21255
53340,52402
53340,5823
26969,15678
15678,10391
21464,15678
15678,26969
15678,21464
62930,15678
171602,1568
43525,15678
465,15678
103911,1568
15678,61024
11149,15281
152812,1097
24553,15281
152812,2455
86944,15281
34575,15281
152812,8694
10967,15281
6091,134363
2582,134363
33681,18601
158856,1341
35395,7182
70997,91863
91863,2159
91863,11914
91863,41223
91863,1565
91863,35615
91863,7546
91863,4689
91863,10739
91863,70997
91863,38574
91863,5823
91863,98816
91863,9023
34539,3009
91474,3009
2812,116665
93205,5823
93205,67987
9027,9236
9027,7182
190921,1357
12445,13574
27342,5995
27342,61024
394143,2734
27342,39414
27342,20631
27342,8637
27342,2239
27342,98818
64971,2556
64971,67072
67072,64971
46399,64971
64971,75996
64971,46399
64971,15445
75996,64971
479813,15
1583284,48
109877,3045
30454,4907
117841,3045
171325,6546
171325,157
171325,1856
212774,1713
171325,9236
2907,171325
171325,1565
185563,1713
14922,17133
171325,2556
171325,2639
171325,1563
65463,17133
33520,67548
675479,3352
34539,28552
37207,28552
17755,28552
6145,28552
59814,28552
28117,28552
108414,2855
3228736,286
25789,28552
1583284,286
233944,2855
160992,2855
2400,28552
465,28552
2172999,286
2582,28552
38076,28552
11876,28552
156743,872
156743,7504
1400906,582
82060,5823
24340,85311
24196,85311
85311,26394
34597,85311
47106,85311
269329,1022
1022149,269
3029,93
17265,81317
81001,13608
34575,19537
195373,3458
10803,19537
2812,185491
7592,185491
185491,2812
41916,18549
164235,1855
171314,1855
185491,4192
185491,1713
185491,1642
185491,7592
33681,18549
2812,338053
2983,338053
167218,1809
18089,16722
465,18089
2172999,181
18089,7648
7648,18089
91474,18089
3219475,919
372983,9194
91936,32195
65018,905
905000,6502
88280,8267
88280,9236
2907,228578
42761,22858
47427,1565
47427,10005
47427,414
47427,4907
47427,2983
47427,28117
47427,14424
47427,61024
47427,28328
47427,13395
4139,47427
47427,157
47427,7504
47427,87195
47427,1564
47427,8103
47427,52402
47427,26392
47427,11855
2582,47427
8103,47427
47427,94851
47427,12687
14424,47427
47427,4567
4140,47427
47427,33158
47427,1563
1567,47427
47427,16154
47427,9027
47427,64977
47427,31091
47427,61272
61272,47427
47427,7182
47427,5697
28117,47427
47427,91801
47427,1558
47427,13798
133712,3045
18567,7182
18567,1563
18567,1564
18567,28328
18567,28117
21635,18567
18567,32872
18567,61272
110283,1857
61272,18567
4685393,138
29988,1063
29988,36883
29988,3892
44820,3892
44820,16042
57716,4482
44820,1563
171620,1827
171620,7504
171620,6102
171620,264
171620,1563
171620,4907
171620,1564
171620,6498
171620,1696
171620,3892
171620,6985
171620,1713
169553,1716
171620,157
171620,9236
93205,85334
853344,9321
7548,20786
465,20786
20786,7548
228657,2079
11917,13256
2400,11917
85442,11917
52422,11917
9918,11917
11917,32872
68404,11917
1570,11917
4140,11917
11957,11917
9236,11917
82907,11917
72711,11917
11917,9236
14922,11917
11917,10005
82366,11917
11917,20631
11917,1934
47427,11917
22390,11917
11917,2239
16499,11917
465,11917
1563,11917
1583284,119
171969,1192
11917,1564
11917,1563
28117,11917
11917,72711
2907,11917
41223,11917
185568,1192
20631,11917
32872,11917
7547,11917
1567,11917
11917,7547
155593,1192
24871,11917
6542,11917
14424,11917
24196,11917
11917,414
28328,11917
37207,11917
17731,11917
6821,11917
171565,1192
3228736,119
11917,1569
1564,11917
13256,11917
20628,11917
148017,1192
11917,7912
11917,157
1565,11917
181711,1428
14284,18171
59216,18171
181711,5922
193664,1063
193664,1413
257822,37
171386,157
171386,2811
7580,5823
7580,13071
7580,18567
7580,213827
7580,837
7580,17755
7580,4139
7580,198885
7580,13718
7580,61024
7580,1569
7580,16499
7580,50458
7580,130353
7580,98859
7580,35382
7580,42493
7580,28464
7580,87195
7580,28106
7580,2777
7580,28552
7580,53006
7580,119819
7580,462
7580,4907
7580,244306
7580,81668
7580,339505
7580,31695
7580,47106
7580,27477
7580,2907
7580,75393
7580,157
7580,5697
7580,11149
7580,41916
7580,1063
7580,7585
7580,742883
7580,37215
7580,64977
7580,41223
7580,148568
7580,186011
7580,63284
7580,8079
7580,75784
7580,185563
7580,391
7580,47427
7580,25997
7580,26394
7580,15347
7580,1564
7580,6492
7580,1563
7580,96349
7580,7418
7580,180202
7580,1558
7580,38574
7580,84811
7580,35126
7580,387143
7580,64626
7580,32872
7580,34614
7580,28117
7580,212774
7580,91936
7580,6788
7580,25222
7580,82366
7580,61584
7580,61272
7580,59332
7580,103732
7580,17731
7580,10942
7580,33018
7580,10967
7580,8267
7580,8637
7580,322991
7580,35441
7580,29166
7580,233103
7580,8103
7580,63419
3379,758
7580,69958
7580,18581
7580,94851
7580,5147
7580,117387
7580,8912
7580,16484
7580,16766
7580,26392
7580,99715
7580,158865
7580,10738
7580,10886
7580,125086
7580,7636
7580,116665
7580,124729
7580,1565
7580,171969
7580,29407
7580,198591
7580,2192
7580,2239
7580,7547
7580,127887
7580,22041
7580,188968
2907,758
7580,7592
7580,1567
7580,3892
7580,20631
7580,219853
7580,10005
7580,52402
7580,41811
7580,153818
7580,11917
7580,1934
7580,9023
7580,278329
7580,23021
7580,143808
7580,209947
7580,158864
7580,78115
7580,2159
7580,21464
7580,36872
7580,2146
7580,171386
7580,3379
7580,15445
7580,16042
7580,10507
7580,11914
7580,29235
7580,9236
7580,15119
7580,16154
7580,11726
7580,46395
7580,103533
7580,28405
7580,7182
7580,158992
7580,10674
7580,171368
7580,20786
7580,91801
7580,6091
7580,28775
7580,198891
7580,5308
124729,758
7580,13395
7580,2556
7580,4567
7580,5995
7580,11855
7580,13447
7580,28905
7580,10788
7580,65463
7580,52422
7580,153056
7580,3038
7580,28328
7580,141841
7580,94801
7580,45703
7580,76701
7580,78805
7580,92
7580,24533
7580,3914
7580,969664
7580,2459
7580,164235
7580,21863
7580,37207
7580,185491
7580,795384
7580,414
7580,81317
7580,33616
7580,53223
7580,393566
7580,24562
7580,64299
7580,164253
7580,72711
7580,14006
7580,7546
7580,173591
26457,39414
26457,11149
26457,1063
26457,25789
26457,3892
26457,10967
26457,32612
26457,15347
26457,76375
26457,17528
26457,92
26457,96349
26457,32598
26457,59332
26457,1565
26457,13165
26457,9236
32598,26457
26457,7648
61272,68407
36645,52077
36645,50484
36645,5823
2907,36645
36645,2907
36645,16042
4534068,218
217521,4534
217521,132
172335,157
172335,6102
172335,3917
1504300,286
1504300,173
1504300,524
1504300,177
1504300,527
13574,24204
24204,28405
24204,13574
465,24204
693508,242
12445,24204
158809,1063
158809,5995
158809,2556
7580,158809
7580,70466
70466,50458
70466,1063
70466,758
2556,74514
128329,7166
50901,44538
24553,44538
24553,71661
81599,44538
71661,36872
50901,71661
71661,2192
128329,4454
445379,1318
34597,44538
445379,3687
445379,2192
126362,2264
126362,3369
59216,11416
14284,11416
11415773,14
11415773,59
13803,1564
18089,13803
6072,13803
13803,8286
13803,18089
13803,12121
13803,28405
13803,6072
146885,138
13803,9236
13803,19361
7580,13803
193606,138
13803,19537
13803,14689
13803,75996
13803,33018
13803,7182
2907,9944
147238,9944
9944,10005
51291,9944
9944,171337
9944,1063
9944,1563
164601,9944
9944,51291
171337,9944
9944,150408
9944,4567
9944,5995
9944,41223
158826,5046
158826,758
158826,7047
158826,1317
158826,5995
158826,1063
7580,158826
70466,15883
1564,14456
91474,2505
91474,14456
465,2504968
2001,250497
34638,2505
1564,250497
70572,2505
14922,2505
62930,2505
14129,2505
123601,4519
34539,2653
2653,176909
2653,34638
2653,144608
171337,2653
2653,2576
2653,36883
2653,215713
2653,215602
215602,2653
144608,2653
2653,34539
2653,171337
2653,28106
2653,38574
2653,11917
2653,7588
34638,2653
2653,14435
2653,30489
2653,5823
166164,3892
166164,3943
17932,1563
2907,17932
17932,25429
17932,10738
17932,2907
188737,2855
49146,1564
1570,49146
49146,61024
49146,74836
64977,49146
49146,157
49146,61584
49146,87195
49146,7912
61584,49146
49146,64977
49146,11982
49146,28106
377344,2653
2653,377344
457,13395
457,4567
457,157
457,1563
457,107385
457,10967
197314,457
457,414
457,2983
457,17642
457,16042
457,11917
457,39785
457,68407
457,2264
7580,457
28117,457
457,75996
457,4907
457,35886
457,28552
457,5995
457,9236
457,61272
457,2847
457,7182
28328,457
457,28328
457,28117
457,7585
457,28106
457,26969
7580,281158
401456,2386
238585,4015
70715,23859
120819,553
93466,55295
50901,55295
167227,2239
167227,2063
167227,3287
167227,1063
167227,2556
167227,1563
167227,4122
167227,3109
91474,1807
65665,75784
65665,1063
65665,1564
65665,157
65665,16955
250079,6567
65665,1934
65665,14424
10738,65665
65665,41223
65665,2159
65665,9023
65665,9236
65665,23462
65665,2146
65665,39428
65665,15886
169553,6567
9023,65665
65665,28464
65665,1563
65665,28106
171318,6567
65665,10005
65665,34539
14963,65665
65665,25008
65665,14963
33681,46871
46871,11149
46871,3038
465,46871
46871,23021
26394,46871
7580,46871
46871,17133
187482,134
187482,9635
4397,27459
27459,4397
27459,68847
2907,344
7580,344
344,61272
61272,344
222885,1446
222885,1277
222885,2924
222885,7578
222885,2186
222885,2505
2504968,223
222885,7636
222885,1418
14456,22289
123817,4907
50906,5995
50906,12959
50906,1563
50906,157
50906,1934
171330,5091
50906,26392
50906,17162
50906,1063
44314,89055
497388,2822
4397,497388
17805,49739
497388,1781
68847,49739
497388,6885
2821814,497
497388,4397
166163,2139
34539,21393
215713,2139
213931,3454
214276,2139
34597,21393
34538,21393
213931,5222
20628,21393
213931,3775
7580,455
455,457
455,32872
455,107385
28328,455
457,455
28117,455
120819,1282
1282,28106
63284,1282
116665,3385
338500,1167
165965,5823
165965,1001
7580,3932
113513,3932
3932,38076
2907,3932
38076,3932
88280,3932
465,3932
3932,28405
152788,2556
152788,1063
152788,5995
114178,1764
80468,1563
312273,4519
123601,3123
312273,5307
312273,2924
312273,1236
174689,157
174689,414
4140,174689
65170,17469
7580,174689
1570,174689
174689,6517
11917,17469
3228736,175
174689,1192
41223,17469
21862,17265
21862,15445
21862,9236
7547,21862
21862,82907
21862,19872
82907,21862
198722,2186
24340,21862
169000,1713
169000,1531
169000,9236
169000,5784
169000,3722
169000,157
169000,2453
3286,157
3286,10738
257822,1468
534905,4454
2601,45703
210134,1764
319779,2101
2907,210134
210134,3198
7580,210134
2812,210134
214701,2101
68412,26012
68412,2239
14922,68412
24204,68412
13803,68412
68412,1564
68412,2192
68412,13803
37905,1564
37905,68412
37522,37905
37905,37522
37905,2282
37905,3932
37905,1565
13803,37905
37905,1569
68412,37905
37905,16424
8912,116562
14922,11656
252220,1873
13823,18732
96145,18732
187319,1382
187319,1115
15238,5995
15238,1063
15238,28775
15238,67159
15238,1564
15238,157
15238,21863
15238,13256
15238,7912
15238,7504
15238,37905
15238,1934
15238,13395
68412,15238
15238,1567
15238,78805
15238,96349
15238,29235
15238,14284
15238,78115
15238,18897
15238,1015
15238,3892
15238,34539
15238,37207
15238,52402
15238,2354
37905,15238
15238,10005
15238,68412
15238,41223
15238,9266
15238,391
15238,63284
15238,2556
15238,1565
15238,24555
15238,11917
15238,1563
15238,36872
15238,11739
15238,2146
15238,20628
15238,30355
15238,1569
15238,45703
15238,6985
15238,21255
15238,9236
15238,11726
15238,43977
166163,1659
165937,4122
165937,1662
165937,6102
14424,16594
166014,6072
68412,4172
41720,68412
33714,4172
7580,4172
41720,33714
9191610,684
13803,66821
66821,68412
9191610,417
10803,66821
66821,13803
36671,66821
17265,91916
7580,919161
37905,91916
66821,10803
68412,91916
9191610,108
37905,66821
10803,91916
465,919161
17265,66821
66821,5784
41720,91916
9191610,578
66821,46399
41720,66821
9191610,464
66821,4172
9191610,138
36671,91916
5784,919161
5784,66821
13803,91916
7580,66821
68412,66821
66821,37905
465,66821
66821,36671
9191610,367
9191610,379
282626,5065
282626,5048
167231,2878
14129,16723
167231,1524
15238,16723
306,167231
2582,167231
165957,1672
167231,3752
60568,4134
60568,28552
60568,16766
60568,5085
60568,5823
60568,28464
60568,15179
60568,87195
60568,22041
60568,14129
60568,3892
60568,5995
60568,16042
60568,37905
60568,1063
60568,36883
60568,17731
60568,28106
60568,17265
60568,2556
60568,10788
60568,11917
60568,33918
60568,41223
60568,14284
60568,15238
60568,9322
60568,20397
60568,68412
37905,60568
68412,60568
60568,14922
60568,37207
60568,15558
60568,10005
60568,7182
60568,20628
60568,25242
60568,52402
60568,63284
60568,9236
60568,15801
60568,13274
60568,64971
60568,157
60568,4139
60568,26395
60568,7592
60568,2576
391,60568
15238,60568
60568,59216
60568,7547
60568,75998
60568,2847
60568,6985
60568,72104
60568,11726
20628,60568
60568,82907
60568,1934
60568,3063
60568,38574
60568,414
60568,391
60568,1564
60568,10942
126869,1905
132334,1905
6821,152755
86944,15276
63477,15276
152755,6348
82027,15276
79289,21428
79289,1563
14175,79289
79289,14666
79289,32661
79289,6582
79289,67072
79289,2159
465,79289
79289,64971
79289,91916
79289,16068
79289,46399
79289,13256
79289,3892
79289,14175
79289,13395
79289,14284
66821,79289
9191610,793
79289,66821
7580,79289
6582,79289
116665,4624
158917,165
158917,7547
158917,3943
158917,1567
158917,5995
2935,96349
2935,2556
2935,11149
2935,5995
2935,10788
2935,1934
2935,2159
2935,1063
2935,233103
2935,164235
2935,9236
2935,1563
2935,157
94336,15678
94336,13395
94336,5995
94336,94851
94336,16042
94336,45703
94336,61024
46782,94336
94336,46782
94336,7182
94336,28117
94336,29166
94336,1565
94336,7504
94336,5823
9191610,168
168278,9192
160992,431
263142,1569
143695,1051
34736,1437
143695,3474
27332,157
27332,31258
27332,10005
27332,1564
31258,27332
66821,65002
465,65002
65002,75996
9191610,65
65002,91916
5784,65002
65002,66821
65002,5784
65002,16768
65002,19283
257822,7717
418,7182
7182,418
418,2983
28117,418
418,28117
5274,418
2983,418
17800,418
418,28328
18567,418
6145,418
418,13803
91474,418
193606,418
418,178
7580,418
28328,418
47427,418
13803,418
25242,3361
107420,1677
107420,2733
27328,10742
107420,1039
107420,1173
107420,76
114920,1327
114920,5995
114920,3352
335230,1149
18115,75393
18115,5995
18115,28106
18115,16499
18115,7547
18115,1567
18115,82366
214299,2556
134470,1005
12225,10047
61009,10047
100473,134
100473,1345
100473,4689
16484,10047
17470,10047
24340,10047
15238,34857
346,7547
346,59216
346,157
346,3892
346,5995
346,96349
346,1563
346,1063
346,52402
346,3063
346,1934
346,2146
346,2556
346,8637
346,2159
346,16499
346,36872
346,64971
346,78115
465,256
2560,418
2560,13395
7631,38574
7631,253966
7631,67044
7631,701338
7631,96044
7631,76472
7631,33018
7631,36872
7631,465
7631,64977
7631,2983
7631,13823
7631,59216
7631,1563
7631,28552
7631,17731
7631,41223
7631,14129
7631,31258
7631,26395
7631,1569
465,7631
7631,59332
7631,2192
7631,6072
7631,14424
7631,198885
7631,61584
7631,16042
7631,22041
7631,414
7631,61024
7631,3892
7631,39785
7631,7912
7631,96349
7631,2556
7631,198891
7631,10942
7631,1063
7631,11149
7631,7585
7631,134106
7631,117387
7631,20786
7631,5995
7631,7546
7631,10996
10996,33523
65665,10996
114920,11
10996,13256
10996,28464
10996,11492
10996,9236
2400,10996
10996,11982
7546,10996
10996,2192
10996,1181
10996,2159
10996,5307
10996,74949
335230,11
10996,4139
10996,62413
10996,3892
10996,41223
10996,157
10996,1563
15836,24119
86717,15836
15836,17417
15836,12775
174170,1584
7580,1799
17990,32206
4825,96349
40042,28905
40042,4134
4134,40042
40042,11914
24871,40042
158873,6923
7580,1639
38066,29673
296732,3807
150,38066
415956,2627
262699,1856
43167,1567
43167,25309
43167,34638
43167,1934
43167,2331
